name,description,wikipedia_url,wikidata_id,birth_date,death_date,cause_of_death,manner_of_death,age_status,minimum_lifespan_days,maximum_lifespan_days,possible_age_range,occupations,wikipedia_cause_of_death,wikipedia_cause_of_death_qids,wikipedia_manner_of_death,wikipedia_manner_of_death_qids,wikipedia_occupations,wikipedia_occupation_qids,wikipedia_death_review_status
Victor Feguer,American murderer,https://en.wikipedia.org/wiki/Victor_Feguer,Q3557298,1935,1963-03-15,hanging to death,capital punishment,possible,9936,10300,"27 years, 74 days to 28 years, 73 days",,,,,,,,
Timothy Birdsall,English cartoonist,https://en.wikipedia.org/wiki/Timothy_Birdsall,Q7807059,1936-05-10,1963-06-10,leukemia,natural causes,confirmed,9892,9892,"27 years, 31 days",cartoonist,,,,,,,
Margarita Sierra,Spanish singer-actor,https://en.wikipedia.org/wiki/Margarita_Sierra,Q6760170,1936-01-05,1963-09-06,,,confirmed,10106,10106,"27 years, 244 days",actor; singer,,,,,,,
Kalevi Rassa,Finnish ice hockey player,https://en.wikipedia.org/wiki/Kalevi_Rassa,Q3192169,1936-02-03,1963-10-24,,,confirmed,10125,10125,"27 years, 263 days",ice hockey player,,,,,,,
El Hamouti Mohand Elkhadir,Moroccan anti-colonial activist,https://en.wikipedia.org/wiki/El_Hamouti_Mohand_Elkhadir,Q133985448,1936-02-01,1964,,,possible,10196,10561,"27 years, 334 days to 28 years, 334 days",businessperson; diplomat; partisan,,,,,,,
Eric Bhamuza Sono,Association footballer,https://en.wikipedia.org/wiki/Eric_Sono,Q5386133,1937,1964,traffic collision,accidental death,possible,9497,10226,"26 years, 1 day to 27 years, 365 days",association football player,,,,,,,
Joe Carson,American country music performer,https://en.wikipedia.org/wiki/Joe_Carson_(musician),Q104851422,1936,1964,,,possible,9862,10592,"27 years, 1 day to 28 years, 365 days",singer; singer-songwriter,,,,,,,
Wilfred J. Delaney,American mobster,https://en.wikipedia.org/wiki/Wilfred_J._Delaney,Q8001816,1937,1964,,homicide,possible,9497,10226,"26 years, 1 day to 27 years, 365 days",,,,,,,,
Benedetta Bianchi Porro,Venerated Catholic,https://en.wikipedia.org/wiki/Benedetta_Bianchi_Porro,Q639507,1936-08-08,1964-01-23,,,confirmed,10029,10029,"27 years, 168 days",medical student,,,,,,,
Francisco Gonzales,Filipino sailor and mass murderer,https://en.wikipedia.org/wiki/Francisco_Gonzales,Q96378271,1936,1964-05-07,,,possible,9989,10354,"27 years, 128 days to 28 years, 127 days",sailor,,,,,,,
Rudy Lewis,American singer,https://en.wikipedia.org/wiki/Rudy_Lewis,Q2174563,1936-08-23,1964-05-20,drug overdose,,confirmed,10132,10132,"27 years, 271 days",singer,,,,,,,
Dave MacDonald,American racing driver,https://en.wikipedia.org/wiki/Dave_MacDonald,Q5229239,1936-07-23,1964-05-30,,,confirmed,10173,10173,"27 years, 312 days",racing driver,,,,,,,
John White,Scottish international football midfielder,"https://en.wikipedia.org/wiki/John_White_(footballer,_born_1937)",Q1702141,1937-04-28,1964-07-21,lightning strike,accidental death,confirmed,9946,9946,"27 years, 84 days",association football player,,,,,,,
Jean Othats,French rugby union player,https://en.wikipedia.org/wiki/Jean_Othats,Q3173801,1937-05-06,1964-09-10,traffic collision,accidental death,confirmed,9989,9989,"27 years, 127 days",rugby union player,,,,,,,
Joe Henderson,American musician,https://en.wikipedia.org/wiki/Joe_Henderson_(gospel_singer),Q6210271,1937-04-24,1964-10-25,myocardial infarction,natural causes,confirmed,10046,10046,"27 years, 184 days",singer,,,,,,,
Warren Scarfe,cyclist,https://en.wikipedia.org/wiki/Warren_Scarfe,Q17421776,1936-12-11,1964-11-04,,,confirmed,10190,10190,"27 years, 329 days",sport cyclist,,,,,,,
Ernie Wright,English footballer (born 1938),https://en.wikipedia.org/wiki/Ernie_Wright_(footballer),Q5394821,1938-10-29,1965,,,possible,9561,9925,"26 years, 64 days to 27 years, 63 days",association football player,,,,,,,
Brian Spillett,Recipient of the George Cross,https://en.wikipedia.org/wiki/Brian_Spillett,Q4965358,1937-09,1965-01-16,,,confirmed,9970,9999,"27 years, 108 days to 27 years, 137 days",,,,,,,,
Joan Merriam Smith,American aviation pioneer,https://en.wikipedia.org/wiki/Joan_Merriam_Smith,Q11310904,1936-08-03; 1937,1965-02-17,,accidental death,possible,9910,10425,"27 years, 48 days to 28 years, 198 days",aircraft pilot,,,,,,,
Harold Dale Meyerkord,United States Navy Navy Cross recipient,https://en.wikipedia.org/wiki/Harold_Dale_Meyerkord,Q5660428,1937-10-09,1965-03-16,,,confirmed,10020,10020,"27 years, 158 days",military officer,,,,,,,
Frederick John Harris,Member of the anti-apartheid African Resistance Movement,https://en.wikipedia.org/wiki/John_Harris_(activist),Q6234123,1937-07-04,1965-04-01,hanging to death,capital punishment,confirmed,10133,10133,"27 years, 271 days",anti-apartheid activist; politician,,,,,,,
Momi Gul Durrani,Pakistani air hostess,https://en.wikipedia.org/wiki/Momi_Gul_Durrani,Q137973046,1938,1965-05-20,,,possible,9637,10001,"26 years, 140 days to 27 years, 139 days",flight attendant; model,,,,,,,
Frank S. Reasoner,United States Marine Corps Medal of Honor recipient,https://en.wikipedia.org/wiki/Frank_S._Reasoner,Q5489359,1937-09-16,1965-07-12,,,confirmed,10161,10161,"27 years, 299 days",military officer,,,,,,,
Jesse Murdock,Player of American football,https://en.wikipedia.org/wiki/Jesse_Murdock,Q6186689,1938-09-17; 1939-07-11,1965-09-25,,,possible,9573,9870,"26 years, 76 days to 27 years, 8 days",American football player,,,,,,,
Huynh Thanh My,Vietnamese photojournalist,https://en.wikipedia.org/wiki/Huynh_Thanh_My,Q17626890,1938-03-29,1965-10-10,,,confirmed,10057,10057,"27 years, 195 days",photographer; photojournalist; war photographer,,,,,,,
Anthony Veranis,American boxer,https://en.wikipedia.org/wiki/Anthony_Veranis,Q4773640,1938-06-15,1966-04-25,,homicide,confirmed,10176,10176,"27 years, 314 days",boxer,,,,,,,
Loretta Bayliss,cricketer,https://en.wikipedia.org/wiki/Loretta_Bayliss,Q6680955,1939,1966-06-30,,,possible,9678,10042,"26 years, 181 days to 27 years, 180 days",cricketer,,,,,,,
Ivor Hughes,Welsh speedway rider,https://en.wikipedia.org/wiki/Ivor_Hughes_(speedway_rider),Q28160608,1939-02-28,1966-08-23,,,confirmed,10038,10038,"27 years, 176 days",speedway rider,,,,,,,
Patricia Viterbo,French actress,https://en.wikipedia.org/wiki/Patricia_Viterbo,Q3369156,1939-03-21,1966-11-10,drowning,accidental death,confirmed,10096,10096,"27 years, 234 days",actor,,,,,,,
Keith Hird,English footballer,https://en.wikipedia.org/wiki/Keith_Hird,Q18126093,1939-11-25,1967,,,possible,9899,10263,"27 years, 37 days to 28 years, 36 days",association football player,,,,,,,
Lucrécia Paim,"soldier, guerrilla",https://en.wikipedia.org/wiki/Lucr%C3%A9cia_Paim,Q96195304,1939,1967,,,possible,9863,10591,"27 years, 1 day to 28 years, 364 days",partisan; soldier,,,,,,,
Đại Cathay,Saigon mobster,https://en.wikipedia.org/wiki/%C4%90%E1%BA%A1i_Cathay,Q16481284,1940,1967-01-07,,,possible,9503,9868,"26 years, 7 days to 27 years, 6 days",,,,,,,,
Sunny Ang,"Criminal who was convicted for the murder of his girlfriend, Jenny Cheok Cheng Kid during scuba diving in 1963",https://en.wikipedia.org/wiki/Sunny_Ang,Q97819060,1939,1967-02-06,hanging to death,capital punishment,possible,9899,10263,"27 years, 37 days to 28 years, 36 days",,,,,,,,
Mike McKeever,American football player,https://en.wikipedia.org/wiki/Mike_McKeever,Q6847936,1940-01-01,1967-08-24,,,confirmed,10097,10097,"27 years, 235 days",American football player,,,,,,,
Monica Proietti,Canadian bank robber,https://en.wikipedia.org/wiki/Monica_Proietti,Q3320724,1940-02-25,1967-09-19,gunshot wound,,confirmed,10068,10068,"27 years, 206 days",bank robber,,,,,,,
Bill Berg,Canadian politician,https://en.wikipedia.org/wiki/Bill_Berg_(politician),Q4908116,1939,1967-10-01,,,possible,10136,10500,"27 years, 274 days to 28 years, 273 days",member of legislative assembly,,,,,,,
Rockin' Robin Roberts,singer,https://en.wikipedia.org/wiki/Rockin%27_Robin_Roberts,Q7355329,1940-11-23,1967-12-22,traffic collision,accidental death,confirmed,9890,9890,"27 years, 29 days",singer,,,,,,,
Chadalavada Kutumba Rao,Indian actor,https://en.wikipedia.org/wiki/Chadalavada_(actor),Q5066407,1940,1968,,,possible,9862,10592,"27 years, 1 day to 28 years, 365 days",actor,,,,,,,
Trần Duy Long,association football player,https://en.wikipedia.org/wiki/Tr%E1%BA%A7n_Duy_Long,Q10829291,1941,1968,,,possible,9497,10226,"26 years, 1 day to 27 years, 365 days",association football coach; association football player,,,,,,,
Kōkichi Tsuburaya,Japanese long-distance runner (track and field),https://en.wikipedia.org/wiki/K%C5%8Dkichi_Tsuburaya,Q950948,1940-05-13,1968-01-09,exsanguination,suicide,confirmed,10102,10102,"27 years, 241 days",athletics competitor,,,,,,,
Rogelia Cruz Martinez,Guatemalan activist and model,https://en.wikipedia.org/wiki/Rogelia_Cruz,Q3438588,1940-08,1968-01-11,,homicide,confirmed,9994,10024,"27 years, 133 days to 27 years, 163 days",activist; beauty pageant contestant; politician,,,,,,,
Bruce Draper,Canadian ice hockey player,https://en.wikipedia.org/wiki/Bruce_Draper,Q4977405,1940-10-02,1968-01-26,leukemia,natural causes,confirmed,9977,9977,"27 years, 116 days",ice hockey player,,,,,,,
Aristidis Pagratidis,alleged Greek serial killer,https://en.wikipedia.org/wiki/Aristidis_Pagratidis,Q14192918,1940-05,1968-02-16,gunshot wound,,confirmed,10122,10152,"27 years, 261 days to 27 years, 291 days",,,,,,,,
Elov Seger,American ice hockey player,https://en.wikipedia.org/wiki/Elov_Seger,Q104696551,1940-06-06,1968-03-08,,,confirmed,10137,10137,"27 years, 276 days",ice hockey player,,,,,,,
Maelcum Soul,Film actress,https://en.wikipedia.org/wiki/Maelcum_Soul,Q3276313,1940-09-22,1968-04-05,kidney failure,natural causes,confirmed,10057,10057,"27 years, 196 days",film actor; model,,,,,,,
Julio César Benítez,Uruguayan footballer,https://en.wikipedia.org/wiki/Julio_C%C3%A9sar_Ben%C3%ADtez,Q1983604,1940-10-01,1968-04-06,foodborne illness,accidental death,confirmed,10049,10049,"27 years, 188 days",association football player,,,,,,,
Hoji-ya-Henda,Angolan guerilla fighter,https://en.wikipedia.org/wiki/Hoji-ya-Henda,Q10297783,1941,1968-04-14,,,possible,9601,9965,"26 years, 105 days to 27 years, 104 days",revolutionary,,,,,,,
Lê Anh Xuân,Vietnamese poet,https://en.wikipedia.org/wiki/L%C3%AA_Anh_Xu%C3%A2n,Q10787564,1940,1968-05-21,,,possible,10003,10368,"27 years, 142 days to 28 years, 141 days",poet,,,,,,,
Ted Watkins,American-football player,https://en.wikipedia.org/wiki/Ted_Watkins,Q18388348,1941,1968-06-02,,,possible,9650,10014,"26 years, 154 days to 27 years, 153 days",American football player; Canadian football player,,,,,,,
Kathy Ainsworth,American Ku Klux Klan terrorist,https://en.wikipedia.org/wiki/Kathy_Ainsworth,Q65704510,1941,1968-06-30,,,possible,9678,10042,"26 years, 182 days to 27 years, 181 days",teacher,,,,,,,
Jagga Gujjar,20th century Lahore bandit,https://en.wikipedia.org/wiki/Jagga_Gujjar,Q123267431,1940,1968-07-03,,,possible,10046,10411,"27 years, 185 days to 28 years, 184 days",,,,,,,,
Ralph Wells,American professional basketball player,https://en.wikipedia.org/wiki/Ralph_Wells,Q18123910,1940-09-03,1968-08-02,drowning,,confirmed,10195,10195,"27 years, 334 days",basketball player,,,,,,,
George Piper,Australian rugby league footballer,https://en.wikipedia.org/wiki/George_Piper_(rugby_league),Q60769386,1941,1968-09-22,,,possible,9762,10126,"26 years, 266 days to 27 years, 265 days",rugby league player,,,,,,,
William D. Port,United States Army Medal of Honor recipient,https://en.wikipedia.org/wiki/William_D._Port,Q8007509,1941-10,1968-11-27,,,confirmed,9889,9919,"27 years, 27 days to 27 years, 57 days",military personnel,,,,,,,
Hu Denghui,Chinese association football player,https://en.wikipedia.org/wiki/Hu_Denghui,Q55419749,1941,1969,hanging to death,suicide,possible,9863,10591,"27 years, 1 day to 28 years, 364 days",association football player,,,,,,,
Jeff Sharlet,American activist,https://en.wikipedia.org/wiki/Jeff_Sharlet_(activist),Q6174957,1942,1969,,,possible,9498,10226,"26 years, 1 day to 27 years, 364 days",military personnel,,,,,,,
Margaret George Shello,Assyrian female fighter,https://en.wikipedia.org/wiki/Margaret_George_Shello,Q6759444,1941,1969,,,possible,9863,10591,"27 years, 1 day to 28 years, 364 days",Peshmerga,,,,,,,
Jimmy Lucey,Irish Gaelic football player,https://en.wikipedia.org/wiki/Jimmy_Lucey,Q107598654,1941,1969-02-16,,,possible,9909,10273,"27 years, 47 days to 28 years, 46 days",Gaelic football player,,,,,,,
Dickie Pride,British singer,https://en.wikipedia.org/wiki/Dickie_Pride,Q1210023,1941-10-21,1969-03-26,,,confirmed,10018,10018,"27 years, 156 days",singer,,,,,,,
Barbara Brown,American high jumper,https://en.wikipedia.org/wiki/Barbara_Brown_(athlete),Q47541642,1941-08-21,1969-04,,,confirmed,10085,10114,"27 years, 223 days to 27 years, 252 days",high jumper,,,,,,,
Brian Jones,British musician,https://en.wikipedia.org/wiki/Brian_Jones,Q204943,1942-02-28,1969-07-03,drowning,death by misadventure,confirmed,9987,9987,"27 years, 125 days",bandleader; guitarist; multi-instrumentalist; record producer; singer,,,,,,,
Ilie Motrescu,Romanian writer and publicist in Soviet Ukraine,https://en.wikipedia.org/wiki/Ilie_Motrescu,Q12730323,1941-08-18,1969-07-26,,homicide,confirmed,10204,10204,"27 years, 342 days",writer,,,,,,,
Alexandra,German recording artist; singer,https://en.wikipedia.org/wiki/Alexandra_(singer),Q427878,1942-05-19,1969-07-31,traffic collision,accidental death,confirmed,9935,9935,"27 years, 73 days",composer; musician; schlager singer; singer,,,,,,,
Rodney Phillips,New Zealand chess player,https://en.wikipedia.org/wiki/Rodney_Phillips,Q61460676,1942,1969-09-19,,,possible,9759,10123,"26 years, 262 days to 27 years, 261 days",chess player,,,,,,,
Margaret Tu Chuan,Hong Kong actress,https://en.wikipedia.org/wiki/Margaret_Tu_Chuan,Q15931818,1942-01-01,1969-11-30,,suicide,confirmed,10195,10195,"27 years, 333 days",actor; film actor,,,,,,,
Ken Nuttall,English cyclist,https://en.wikipedia.org/wiki/Ken_Nuttall,Q66022795,1942-02-03,1969-12-15,,,confirmed,10177,10177,"27 years, 315 days",sport cyclist,,,,,,,
Tony Tribe,English vocalist from Jamaica,https://en.wikipedia.org/wiki/Tony_Tribe,Q102722739,1943-10-09,1970,,,possible,9581,9945,"26 years, 84 days to 27 years, 83 days",musician; singer,,,,,,,
Andrea Clemente,Italian bobsledder,https://en.wikipedia.org/wiki/Andrea_Clemente,Q51724186,1942,1970-01-16,,,possible,9878,10242,"27 years, 16 days to 28 years, 15 days",bobsledder,,,,,,,
Hans-Jürgen Krahl,German activist,https://en.wikipedia.org/wiki/Hans-J%C3%BCrgen_Krahl,Q90755,1943-01-17,1970-02-13,car collision,,confirmed,9889,9889,"27 years, 27 days",activist; philosopher,,,,,,,
Paul Edmondson,American baseball player,https://en.wikipedia.org/wiki/Paul_Edmondson,Q16006749,1943-02-12,1970-02-13,traffic collision,accidental death,confirmed,9863,9863,"27 years, 1 day",baseball player,,,,,,,
Ria Bartok,French singer,https://en.wikipedia.org/wiki/Ria_Bartok,Q3429988,1943-01-26,1970-02-28,,accidental death,confirmed,9895,9895,"27 years, 33 days",singer,,,,,,,
David Ndahura,Ugandan rally driver and army major,https://en.wikipedia.org/wiki/David_Ndahura,Q139767765,1942,1970-03-28,,,possible,9949,10313,"27 years, 87 days to 28 years, 86 days",rally driver,,,,,,,
Santiago Herrero,Spanish motorcycle racer,https://en.wikipedia.org/wiki/Santiago_Herrero,Q948718,1943-05-09,1970-06-10,falling; motorcycle accident,accidental death,confirmed,9894,9894,"27 years, 32 days",motorcycle racer,,,,,,,
Dang Thuy Tram,Vietnamese physician,https://en.wikipedia.org/wiki/%C4%90%E1%BA%B7ng_Th%C3%B9y_Tr%C3%A2m,Q910721,1942-11-26,1970-06-22,,death in battle,confirmed,10070,10070,"27 years, 208 days",diarist; military personnel; physician; surgeon; writer,,,,,,,
Leobardo López Arretche,"Mexican film director, actor and screenwriter",https://en.wikipedia.org/wiki/Leobardo_L%C3%B3pez_Aretche,Q21400350,1942,1970-07-24,,suicide,possible,10067,10431,"27 years, 205 days to 28 years, 204 days",actor; film director; screenwriter; writer,,,,,,,
Franco Bodrero,Italian bicycle racer,https://en.wikipedia.org/wiki/Franco_Bodrero,Q3751156,1943-02-07,1970-07-31,,,confirmed,10036,10036,"27 years, 174 days",sport cyclist,,,,,,,
Soledad Miranda,Spanish actress,https://en.wikipedia.org/wiki/Soledad_Miranda,Q266319,1943-07-09,1970-08-18,traffic collision,accidental death,confirmed,9902,9902,"27 years, 40 days",actor; film actor; singer,,,,,,,
Alan Wilson,American musician,https://en.wikipedia.org/wiki/Alan_Wilson_(musician),Q719520,1943-07-04,1970-09-03,drug overdose,,confirmed,9923,9923,"27 years, 61 days",composer; guitarist; musician; singer; singer-songwriter,,,,,,,
Patrick Argüello,Nicaraguan American activist,https://en.wikipedia.org/wiki/Patrick_Arg%C3%BCello,Q2044166,1943-03-30,1970-09-06,gunshot wound,homicide; police action,confirmed,10022,10022,"27 years, 160 days",militant; physician; politician,,,,,,,
Jimi Hendrix,American guitarist,https://en.wikipedia.org/wiki/Jimi_Hendrix,Q5928,1942-11-27,1970-09-18,asphyxia,accidental death,confirmed,10157,10157,"27 years, 295 days",composer; guitarist; record producer; rock guitarist; rock musician; singer; singer-songwriter; songwriter; vocalist,,,,,,,
Janis Joplin,American singer,https://en.wikipedia.org/wiki/Janis_Joplin,Q1514,1943-01-19,1970-10-04,opioid overdose,accidental death,confirmed,10120,10120,"27 years, 258 days",singer,,,,,,,
Hans-Jürgen Wallbrecht,West German rower,https://en.wikipedia.org/wiki/Hans-J%C3%BCrgen_Wallbrecht,Q827872,1943-08-08,1970-12-07,,,confirmed,9983,9983,"27 years, 121 days",rower,,,,,,,
Arthur Nortje,South African poet,https://en.wikipedia.org/wiki/Arthur_Nortje,Q4799846,1942-12-16,1970-12-11,,,confirmed,10222,10222,"27 years, 360 days",poet,,,,,,,
Alireza Nabdel,Iranian poet and writer,https://en.wikipedia.org/wiki/Alireza_Nabdel,Q16379004,1944,1971,,,possible,9497,10226,"26 years, 1 day to 27 years, 364 days",essayist; poet; writer,,,,,,,
Kazutaka Komori,Japanese assassin,https://en.wikipedia.org/wiki/Kazutaka_Komori,Q1060192,1943,1971,,,possible,9863,10591,"27 years, 1 day to 28 years, 364 days",,,,,,,,
Mario Bachand,Quebecois nationalist,https://en.wikipedia.org/wiki/Mario_Bachand,Q590204,1944,1971,,,possible,9497,10226,"26 years, 1 day to 27 years, 364 days",painter; politician,,,,,,,
Victoriano Gómez Urrutia,Salvadoran murderer,https://en.wikipedia.org/wiki/Victoriano_G%C3%B3mez_Urrutia,Q124398755,1943,1971-02-08,gunshot wound,capital punishment,possible,9901,10265,"27 years, 39 days to 28 years, 38 days",farmworker,,,,,,,
Munshi Abdur Rouf,Lance Nayek in East Pakistan Rifles during the Bangladesh Liberation War,https://en.wikipedia.org/wiki/Munshi_Abdur_Rouf,Q13651178,1943-05-01,1971-04-18,,,confirmed,10214,10214,"27 years, 352 days",military personnel,,,,,,,
Michael Willetts,Recipient of the George Cross,https://en.wikipedia.org/wiki/Michael_Willetts,Q6835355,1943-08-13,1971-05-25,,,confirmed,10147,10147,"27 years, 285 days",,,,,,,,
Jim Morrison,American singer and poet; lead vocalist of The Doors,https://en.wikipedia.org/wiki/Jim_Morrison,Q44301,1943-12-08,1971-07-03,,undetermined,confirmed,10069,10069,"27 years, 207 days",actor; composer; director; lyricist; musician; poet; rock musician; singer; singer-songwriter; vocalist,,,,,,,
Ralph Judson Palmer,American newspaper publisher,https://en.wikipedia.org/wiki/Ralph_Judson_Palmer,Q54313817,1943,1971-07-14,,,possible,10057,10421,"27 years, 195 days to 28 years, 194 days",publisher,,,,,,,
